location,month,case_fatality_rate,total_cases,new_cases,total_deaths,new_deaths
Vietnam,12,0.024919041822649916,43541.0,118.0,1085.0,0.0
World,1,0.023068140536613213,38538.0,9370.0,889.0,196.0
World,2,0.028055683144820195,1672032.0,76086.0,46910.0,2729.0
World,3,0.04406933708190438,9057318.0,789781.0,399150.0,41585.0
World,4,0.06860206304172416,63570406.0,2404056.0,4361061.0,192892.0
World,5,0.06669209493782562,145211078.0,2908334.0,9684431.0,137620.0
World,6,0.053910589561472246,246660148.0,4269745.0,13297594.0,133146.0
World,7,0.04234523960581807,431779916.0,7146838.0,18283824.0,167301.0
World,8,0.03545404667169105,671687811.0,7904322.0,23814051.0,175543.0
World,9,0.031431451590394635,894819761.0,8502645.0,28125484.0,163886.0
World,10,0.027896314251334115,1229233464.0,12130527.0,34291083.0,181782.0
World,11,0.024215820370371986,1649653920.0,17268464.0,39947723.0,274800.0
World,12,0.022327209944331784,2295680926.0,19325651.0,51256150.0,353284.0
Yemen,4,0.06451612903225806,31.0,6.0,2.0,2.0
Yemen,5,0.1916605705925384,4101.0,317.0,786.0,78.0
Yemen,6,0.2549862448418157,23264.0,835.0,5932.0,232.0
Yemen,7,0.27724894948975215,46644.0,570.0,12932.0,181.0
Yemen,8,0.2867634292857391,57598.0,230.0,16517.0,73.0
Yemen,9,0.2890248147595604,60327.0,76.0,17436.0,21.0
Yemen,10,0.29003676124045624,63654.0,29.0,18462.0,12.0
Yemen,11,0.29140204390857216,62038.0,14.0,18078.0,6.0
Yemen,12,0.29078562700119104,64649.0,22.0,18799.0,5.0
Zambia,3,0.0,194.0,35.0,0.0,0.0
Zambia,4,0.03534777651083238,1754.0,71.0,62.0,3.0
Zambia,5,0.010095585866179787,18622.0,951.0,188.0,4.0
Zambia,6,0.00929117338528398,40038.0,537.0,372.0,17.0
Zambia,7,0.02880263186946634,90582.0,4369.0,2609.0,127.0
Zambia,8,0.02617795649035983,290970.0,6134.0,7617.0,137.0
Zambia,9,0.023068572902823818,410862.0,2662.0,9478.0,44.0
Zambia,10,0.02182076796112713,486509.0,1673.0,10616.0,17.0
Zambia,11,0.020562152587603275,514878.0,1215.0,10587.0,8.0
Zambia,12,0.019868018237228936,579474.0,3078.0,11513.0,31.0
Zimbabwe,3,0.16981132075471697,53.0,8.0,9.0,1.0
Zimbabwe,4,0.13915857605177995,618.0,32.0,86.0,3.0
Zimbabwe,5,0.06627471940138963,1871.0,138.0,124.0,0.0
Zimbabwe,6,0.011739417989417989,12096.0,413.0,142.0,3.0
Zimbabwe,7,0.014985554839648328,48113.0,2578.0,721.0,60.0
Zimbabwe,8,0.025328703618648685,163293.0,3328.0,4136.0,135.0
Zimbabwe,9,0.029596861847019516,223571.0,1341.0,6617.0,26.0
Zimbabwe,10,0.0287654718850336,251343.0,529.0,7230.0,15.0
Zimbabwe,11,0.02903890194212295,268984.0,1583.0,7811.0,33.0
Zimbabwe,12,0.026770140388326723,366341.0,3917.0,9807.0,87.0
